Maximum Number of Users in a Cell,IRAT/Session Continuity to 2G,Secondary_Cell_Performance,Carrier Number DL (earfcn),Inter Frequency Handover Success Rate (%),Traffic_Volume_and_Payload_Metrics
0.11802030456852794,0.08738601823708207,0.07295880571444702,0.0,0.9922239502,0.22519492431655946
0.15862944162436549,0.19376899696048633,0.09541634529377342,0.0,0.9978255617000001,0.255768602309576
0.030456852791878177,0.0486322188449848,0.01868623445046156,0.0,1.0,0.05982800145880162
0.14086294416243655,0.21124620060790272,0.213418851303541,1.0,0.9951626746,0.3058800304917965
0.25,0.2826747720364742,0.2592987359450832,1.0,0.9890928597,0.40582361814385365
0.22842639593908634,0.35030395136778114,0.4042039395341137,1.0,0.9976626891,0.394458670991162
0.03807106598984772,0.00911854103343465,0.012268013938133275,0.0,0.9975609756,0.061800741124491756
0.05203045685279189,0.04027355623100304,0.020163161157359655,0.0,0.989628821,0.08038100946635254
0.043147208121827416,0.022796352583586626,0.005874200430659771,0.0,0.9445048966,0.06587228656813818
0.06979695431472083,0.04635258358662614,0.046542436751457285,1.0,1.0,0.08881935076918616
0.07106598984771574,0.02127659574468085,0.014000935275946173,1.0,0.9873497786000001,0.10768589501752884
0.057106598984771585,0.060790273556231005,0.022287104426722885,1.0,0.9966984593,0.08083002742314552
0.03807106598984772,0.04711246200607903,0.0,1.0,0.9962546816,0.12205404552889762
0.1535532994923858,0.14513677811550152,0.0,1.0,0.9935962515,0.34286515631241066
0.19670050761421323,0.2066869300911854,0.0,1.0,0.9948617197999999,0.5369331933766263
0.0317258883248731,0.11398176291793313,0.0,0.0,0.9977054652,0.0863467174312879
0.07106598984771574,0.135258358662614,0.0,0.0,0.985730926,0.1858117912639907
0.08121827411167513,0.22796352583586627,0.0,0.0,0.9841321595,0.21318435118279475
0.11548223350253808,0.41185410334346506,0.0413351791723085,1.0,0.9970501475000001,0.3896944588716874
0.15482233502538073,0.39893617021276595,0.12912430245841822,1.0,0.9916901850000001,0.4682097517773165
0.08883248730964467,0.13297872340425532,0.08121395175657076,1.0,0.9928971158000001,0.2543590286593082
0.057106598984771585,0.4194528875379939,0.04042022540171897,0.0,0.9984425698,0.173395009715774
0.10659898477157362,0.4848024316109423,0.05175592654442866,0.0,0.9979594286,0.24846132930824738
0.062182741116751275,0.1413373860182371,0.04338140271645585,0.0,0.9975866608,0.1614406178653764
0.16624365482233505,0.2135258358662614,0.15907238121925305,0.0,0.9961405927,0.359625019264914
0.11294416243654824,0.13905775075987842,0.12422459473425078,0.0,0.9966502903,0.17643791196271127
0.12436548223350255,0.2439209726443769,0.1370687315532619,0.0,0.9837522214000001,0.4146142612412781
0.2208121827411168,0.2712765957446808,0.43252134365282374,1.0,0.9941064639,0.49430458472738326
0.13324873096446702,0.26063829787234044,0.09828876604649602,1.0,0.9858650584,0.2759359417787084
0.1637055837563452,0.5455927051671733,0.5687611850093316,1.0,0.9886771911,0.5220142332449139
0.06598984771573604,0.14285714285714285,0.09598675181298338,0.0,0.9837602928,0.15455350882066554
0.044416243654822336,0.11094224924012158,0.09406496260545742,0.0,0.9974538511000001,0.11883489746777018
0.11548223350253808,0.24772036474164133,0.2144198504131922,0.0,0.9994872671,0.26051056130901845
0.1269035532994924,0.2196048632218845,0.09872725837284131,1.0,0.9849719817000001,0.3804657370554426
0.07233502538071067,0.09422492401215805,0.04879575694087772,1.0,0.9985987856,0.19232195614765346
0.16497461928934012,0.37537993920972645,0.19725020930101347,1.0,0.9965685389,0.48461055363699834
0.16624365482233505,0.41641337386018235,0.0,1.0,0.8706718879,0.4705455000253335
0.12436548223350255,0.3943768996960486,0.0,1.0,0.9882843845,0.3800444218501459
0.12817258883248733,0.24316109422492402,0.0,1.0,0.9957520757,0.26035495419459925
0.06725888324873097,0.13601823708206687,0.0,0.0,0.9159548085,0.18194160255370678
0.08121827411167513,0.18541033434650456,0.0,0.0,0.9896570495,0.21228674466135683
0.0685279187817259,0.15653495440729484,0.0,0.0,0.996948506,0.13590792446707925
0.07106598984771574,0.14361702127659576,0.05074248700025578,0.0,0.9924877203,0.1735278278082643
0.06598984771573604,0.24012158054711247,0.09890875435536674,0.0,0.9971434013,0.20350086169349677
0.13832487309644673,0.25455927051671734,0.0974876956364798,0.0,0.9988199198,0.3710835325130951
0.11167512690355332,0.30851063829787234,0.09453434007999571,1.0,0.9945066335,0.2907490106852403
0.11675126903553301,0.42401215805471126,0.18231312832816865,1.0,0.9952410770000001,0.3433969717527126
0.17258883248730966,0.5835866261398176,0.3555687145841253,1.0,0.9789255760000001,0.570845918538116
0.08756345177664976,0.11854103343465046,0.15963837300374364,0.0,0.99178338,0.26489290997288006
0.08121827411167513,0.09802431610942249,0.39239328851393873,0.0,0.9939750971,0.22796615171607518
0.14213197969543148,0.2256838905775076,0.18564818448773307,1.0,0.9922619048,0.3261295508300589
0.17512690355329952,0.3351063829787234,0.4294241433228271,1.0,0.975556252,0.576112930389329
0.0901015228426396,0.05167173252279635,0.16634194373355818,1.0,0.9901454716000001,0.26934652689648736
0.1104060913705584,0.0737082066869301,0.20803749962045878,0.0,1.0,0.28717833324839787
0.09644670050761424,0.19072948328267478,0.1173695494176587,0.0,0.99159958,0.2793046811096935
0.09263959390862944,0.06306990881458967,0.08389424757306857,0.0,0.9959689922,0.2888250918767641
0.13451776649746194,0.23480243161094225,0.23525512494017164,1.0,0.9975693126,0.3603168557378203
0.1269035532994924,0.4072948328267477,0.25519683556613937,1.0,0.9939724455,0.31920508909508627
0.12309644670050764,0.08206686930091185,0.3034833324629828,1.0,0.9952708512,0.3375632552397372
0.11802030456852794,0.07446808510638298,0.053224053773292354,0.0,0.999144568,0.21172220138673675
0.0799492385786802,0.05927051671732523,0.1018044484378599,0.0,0.9988059701,0.18403202794705292
0.08121827411167513,0.13905775075987842,0.14309530031454865,0.0,0.9937759336,0.20323718638263216
0.03299492385786802,0.03951367781155015,0.11295783183356517,0.0,1.0,0.07381069679730391
0.17131979695431473,0.29559270516717323,0.21706928507462048,1.0,0.9978926007,0.4074332764547628
0.15101522842639595,0.1413373860182371,0.24554891869770556,1.0,0.996671059,0.32101190918459327
0.12944162436548226,0.2765957446808511,0.37843150401722264,1.0,0.9965414622000001,0.30338909837935196
0.04822335025380712,0.03115501519756839,0.1649891214578337,0.0,0.9988123514999999,0.15591437747932768
0.1053299492385787,0.15729483282674772,0.3050381588435228,0.0,0.9824260609,0.20668883392400728
0.06979695431472083,0.07218844984802432,0.13983659027388115,0.0,0.9665624248000001,0.18165050070107305
0.08756345177664976,0.12689969604863222,0.3515163060206293,1.0,0.9942596657,0.25295085959117736
0.13832487309644673,0.06610942249240122,0.13475283129953822,1.0,0.9943467337,0.3710865034026277
0.10025380710659901,0.1762917933130699,0.28619874029623615,1.0,0.9621642562,0.25801955853737035
0.030456852791878177,0.03951367781155015,0.0,1.0,1.0,0.11349422447970695
0.2817258883248731,0.11170212765957446,0.0,1.0,0.9952540949,0.4795905385507326
0.27030456852791884,0.21048632218844984,0.0,1.0,0.9956282612,0.5254910763760448
0.029187817258883253,0.08966565349544073,0.0,0.0,0.9977385798,0.08219385224671778
0.1738578680203046,0.13069908814589665,0.0,0.0,0.9946846571000001,0.2685004270334972
0.11421319796954317,0.19224924012158054,0.0,0.0,0.9870708872,0.2184022596020338
0.13578680203045687,0.3905775075987842,0.02238456449427768,1.0,0.9982470120000001,0.41672956220131124
0.18274111675126906,0.3617021276595745,0.1771970686113477,1.0,0.9952593797,0.5011457953587263
0.12309644670050764,0.1413373860182371,0.09756947019956291,1.0,0.9922750096999999,0.26839658985718157
0.057106598984771585,0.3541033434650456,0.03770766483242837,0.0,0.996613146,0.17343483929353584
0.09771573604060915,0.4278115501519757,0.10807724662880719,0.0,0.996037464,0.27399705357240584
0.062182741116751275,0.16489361702127658,0.03654386638171953,0.0,0.9995996797,0.1723481957938055
0.1738578680203046,0.21808510638297873,0.13440103212658838,0.0,0.9954349811000001,0.36098635961992676
0.1104060913705584,0.1413373860182371,0.11206714710737044,0.0,0.9941322501000001,0.17164187267455802
0.12182741116751271,0.22948328267477203,0.23553793788485047,0.0,0.9935915297,0.3866766862785947
0.23857868020304573,0.2674772036474164,0.3823608278572928,1.0,0.9889581478,0.45172022725757716
0.17131979695431473,0.22264437689969604,0.09679980078989442,1.0,0.9880022853,0.27128248795919035
0.17512690355329952,0.3882978723404255,0.5789819676921315,1.0,0.9879310345000001,0.5039320224871509
0.058375634517766506,0.12310030395136778,0.13825267223112786,0.0,0.9959809093,0.1519032655000751
0.045685279187817264,0.10182370820668693,0.052861121791050195,0.0,0.9978341584,0.13810407385076034
0.09263959390862944,0.21656534954407294,0.12949148122351542,0.0,0.9968863518000001,0.2828902292905373
0.11548223350253808,0.20288753799392098,0.19524479805989683,1.0,0.9772111357000001,0.3917940326645296
0.06598984771573604,0.10182370820668693,0.04826805818145296,1.0,0.998820291,0.19096892374978344
0.16624365482233505,0.38753799392097266,0.20843606139106108,1.0,0.9965162575,0.4819793992629564
0.15101522842639595,0.3723404255319149,0.0,1.0,0.9657563936,0.4285434415213962
0.11675126903553301,0.3411854103343465,0.0,1.0,0.9832411324,0.35829135885127694
0.08375634517766498,0.23252279635258358,0.0,1.0,0.9958677686,0.24735465216274685
0.07106598984771574,0.12993920972644377,0.0,0.0,0.9899607158000001,0.1717008385746644
0.06725888324873097,0.1702127659574468,0.0,0.0,0.9885446214,0.19527323625071275
0.04822335025380712,0.11322188449848024,0.0,0.0,0.995951417,0.12415480095889819
0.057106598984771585,0.13069908814589665,0.08670595972511895,0.0,0.9938309685000001,0.1719817887849663
0.0685279187817259,0.22188449848024316,0.11569900420259951,0.0,0.9975545523,0.20171757341837554
0.12944162436548226,0.24696048632218845,0.13541129258190085,0.0,0.9847266881000001,0.36070738694821225
0.10152284263959394,0.2682370820668693,0.2194775168657562,1.0,0.9906016957999999,0.279924194185826
0.10786802030456855,0.41185410334346506,0.16108090556814056,1.0,0.9967035865,0.3398552685884947
0.17512690355329952,0.5,0.44497125545830063,1.0,0.9935816556,0.5307913578762123
0.07487309644670051,0.10562310030395136,0.08289512592532929,0.0,0.9947473737,0.21897207828811988
0.059644670050761434,0.057750759878419454,0.12689135243082791,0.0,0.9925619835,0.14278708263069856
0.0901015228426396,0.19072948328267478,0.05887364857682329,1.0,0.9889928453000001,0.24250967083729416
0.14974619289340102,0.26671732522796354,0.34248239717504003,1.0,0.9886737304000001,0.4437825475928886
0.06979695431472083,0.0486322188449848,0.03068051084287039,1.0,0.9865621501,0.1864317804377154
0.1535532994923858,0.08662613981762918,0.15435307779049293,0.0,0.995544755,0.3109680108856782
0.14086294416243655,0.21048632218844984,0.11216463116804873,0.0,0.9952450622000001,0.2571271016176254
0.1053299492385787,0.023556231003039513,0.11224379048067308,0.0,0.9967628016000001,0.26999066545874556
0.17639593908629442,0.33890577507598785,0.2974370053645145,1.0,0.995978298,0.3758818263715781
0.14974619289340102,0.5212765957446809,0.1967010666874831,1.0,0.9929097355000001,0.2994317737304099
0.1370558375634518,0.0547112462006079,0.23012936600318604,1.0,0.9915625,0.31785043643064714
0.11421319796954317,0.0972644376899696,0.06465938636123132,0.0,0.9985219595,0.2305819530784985
0.08248730964467006,0.07066869300911854,0.07147430317881175,0.0,0.997432972,0.1723288601136139
0.09644670050761424,0.17249240121580547,0.13570268306822192,0.0,0.9979674797,0.21343081453742477
0.039340101522842646,0.041033434650455926,0.0874336771583917,0.0,1.0,0.07958455283413181
0.20304568527918787,0.4034954407294833,0.2919389631254124,1.0,0.9982082421,0.43761366096973214
0.14086294416243655,0.1884498480243161,0.24404097488043536,1.0,0.9966704449,0.31766046294958034
0.12182741116751271,0.30319148936170215,0.39219938808657684,1.0,0.9971846847000001,0.313536304115588
0.04949238578680204,0.041033434650455926,0.12201783320093329,0.0,0.9950041632000001,0.12506033923338902
0.059644670050761434,0.13905775075987842,0.17101973306042595,0.0,0.9954545455,0.16098863577048036
0.05203045685279189,0.06003039513677812,0.05640766533748361,0.0,0.9621273167,0.12420969855035409
0.08121827411167513,0.16261398176291794,0.22368125605728897,1.0,0.9939345571,0.2247022120504986
0.10152284263959394,0.08890577507598785,0.12211636696076358,1.0,0.9716587112,0.26365316274159734
0.07487309644670051,0.15121580547112462,0.1750777260234108,1.0,0.9863055855,0.18437715635269772
0.03426395939086295,0.04179331306990881,0.0,1.0,0.9968102073,0.11113387314042555
0.26649746192893403,0.1337386018237082,0.0,1.0,0.9942685770999999,0.3747059590130248
0.16751269035532995,0.22492401215805471,0.0,1.0,0.9969784550999999,0.5236689609467858
0.02791878172588833,0.1405775075987842,0.0,0.0,0.9989247312,0.07689383765063737
0.12944162436548226,0.0911854103343465,0.0,0.0,0.9924511545,0.2055772371462568
0.07614213197969544,0.19680851063829788,0.0,0.0,0.9810909924000001,0.209610694040495
0.12309644670050764,0.4430091185410334,0.026075906540881755,1.0,0.9947823251,0.38323971408014906
0.16624365482233505,0.4376899696048632,0.1497012190318206,1.0,0.996711467,0.48587708783756983
0.10659898477157362,0.14969604863221883,0.1248832899495673,1.0,0.9960303763,0.2686224892942199
0.05456852791878174,0.48328267477203646,0.051138973365677506,0.0,0.9981658588000001,0.15912464643625307
0.09644670050761424,0.5197568389057751,0.06485368267513057,0.0,0.9981065388000001,0.25108415978215703
0.07614213197969544,0.1580547112462006,0.040685667325001985,0.0,0.9980690839,0.17793045103829064
0.17258883248730966,0.26443768996960487,0.14635385439991358,0.0,0.9941337993000001,0.36747014715876086
0.10152284263959394,0.1534954407294833,0.10658065155894061,0.0,0.9953928225,0.1795416595390972
0.11928934010152287,0.22416413373860183,0.17189618986440008,0.0,0.9964574899,0.36381388508268053
0.21192893401015234,0.28495440729483285,0.38534387490407696,1.0,0.9930193514,0.4693368217001762
0.13832487309644673,0.23252279635258358,0.11161200955161447,1.0,0.9829918825,0.264295999937812
0.16497461928934012,0.513677811550152,0.39610792188515603,1.0,0.9894882141,0.502644978899226
0.058375634517766506,0.14285714285714285,0.2645434707830997,0.0,0.9971554175999999,0.15812822856199166
0.05203045685279189,0.09954407294832826,0.0699932436563951,0.0,0.9979459089,0.15298675544175067
0.10406091370558378,0.25379939209726443,0.14250116459622206,0.0,0.9990932173,0.2752028967129966
0.11548223350253808,0.23100303951367782,0.2543789759679717,1.0,0.9827099939,0.38605542867333265
0.07106598984771574,0.08814589665653495,0.07293081173763274,1.0,0.9911473702000001,0.20814598952574587
0.17258883248730966,0.44224924012158057,0.14881362941855414,1.0,0.9959440115,0.46874679312032946
0.14213197969543148,0.4384498480243161,0.0,1.0,0.9792384322,0.4195964014694044
0.1434010152284264,0.479483282674772,0.0,1.0,0.9832623250000001,0.35617297264280473
0.09137055837563453,0.31458966565349544,0.0,1.0,0.9957278481,0.24963887031256218
0.07868020304568529,0.1519756838905775,0.0,0.0,0.9949450933,0.17558230290084292
0.07233502538071067,0.20440729483282674,0.0,0.0,0.9885427855000001,0.19483836380854683
0.058375634517766506,0.19680851063829788,0.0,0.0,0.9965627593,0.12776595419119066
0.06598984771573604,0.1337386018237082,0.10008982185669658,0.0,0.9928644241000001,0.17119588016510265
0.06979695431472083,0.2872340425531915,0.1088067395532171,0.0,0.9990465294,0.21267138032029717
0.13451776649746194,0.2864741641337386,0.14074203676929378,0.0,0.9735722284000001,0.36646114703211163
0.11675126903553301,0.30927051671732525,0.21636128998884402,1.0,0.9937511487,0.2952041818893348
0.12436548223350255,0.44832826747720367,0.23260611615668503,1.0,0.9972711768000001,0.3503360844963217
0.1865482233502538,0.5197568389057751,0.5178402551515126,1.0,0.9888035126,0.5564285305318473
0.13451776649746194,0.09802431610942249,0.07291599598388702,0.0,0.9946980175000001,0.21926573480217307
